Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,
2020-01-02,2960.84326171875,2960.84326171875,2927.2735390830703,2954.1292811298426,45886302
2020-01-03,2967.557373046875,2980.985335632158,2947.415609477827,2967.557373046875,91189705
2020-01-06,2933.98779296875,2947.4155750884865,2900.418067206098,2927.273811754445,48648450
2020-01-07,2954.12939453125,2960.8433753778895,2940.701613146834,2960.8433753778895,114344885
2020-01-08,2940.701416015625,2954.1291964999036,2913.845674738216,2940.701416015625,188929583
2020-01-09,2954.12939453125,2967.5571759156655,2933.9876323001945,2954.12939453125,79280569
2020-01-10,2960.84326171875,2974.271042587708,2947.4153005409357,2974.271042587708,137292491
2020-01-13,3027.982421875,3027.982421875,2967.556959284028,2974.270939640547,122488655
2020-01-14,3068.265869140625,3088.407809722723,3034.6963287881536,3048.124289176219,174258629
2020-01-15,3074.97998046875,3074.97998046875,3041.4104386846884,3068.2659999883963,112825318
2020-01-16,3068.265869140625,3081.69382952869,3027.982348594121,3068.265869140625,147387255
2020-01-17,3108.5498046875,3115.263785777868,3088.4082220341347,3101.8358235971314,133295352
2020-01-20,3128.691650390625,3148.833232415877,3108.5497077476443,3148.833232415877,90022804
2020-01-21,3135.4052734375,3142.1192535522478,3115.2633330932567,3135.4052734375,81224962
2020-01-22,3162.260986328125,3162.260986328125,3135.4054251870475,3142.119405626743,90609115
2020-01-23,3182.40283203125,3195.830431889501,3148.8329308413863,3168.9748715553046,153849977
2020-01-24,3182.40283203125,3189.116812269223,3142.119311221108,3175.6888517932775,105620964
2020-01-27,3121.977294921875,3155.5468346813013,3115.2633148464524,3155.5468346813013,103076840
2020-01-28,3101.835693359375,3115.263654976308,3068.266149934768,3074.9801307432344,104935872
2020-01-29,3101.835693359375,3128.691616593241,3088.4080923601673,3101.835693359375,214362682
2020-01-30,3074.97998046875,3155.54702499758,3074.97998046875,3155.54702499758,96500596
2020-01-31,2994.412841796875,3074.9800689529234,2994.412841796875,3068.2660882793716,150763654
2020-02-03,2994.412841796875,3014.5546035086722,2987.6990414321817,2994.412841796875,144745560
2020-02-04,3061.552001953125,3148.8330264618407,3034.6964408034073,3148.8330264618407,123617275
2020-02-05,3061.552001953125,3074.979962836837,3027.982460361551,3068.265982394981,100395764
2020-02-06,3054.838623046875,3081.6945501025634,3041.411020136807,3081.6945501025634,104342852
2020-02-07,3054.838623046875,3074.9805683386417,3048.1250019007293,3074.9805683386417,146349277
2020-02-10,3021.2685546875,3041.4104965115234,2954.1292895339934,3021.2685546875,187982906
2020-02-11,3027.982421875,3048.1243629445576,3007.8406611142927,3048.1243629445576,93666727
2020-02-12,3041.410888671875,3061.5524724752454,3034.696907198165,3034.696907198165,143167912
2020-02-13,3068.265869140625,3081.69382952869,3048.124289176219,3074.9798493346575,87683284
2020-02-14,3054.838623046875,3081.6945501025634,3041.411020136807,3041.411020136807,139707803
2020-02-17,3001.126708984375,3048.124391613188,3001.126708984375,3007.8406894040418,131738165
2020-02-18,2954.12939453125,3021.268662071056,2954.12939453125,3001.1268998400005,97565635
2020-02-19,3007.8408203125,3007.8408203125,2987.6990584857353,2994.41285888875,110893685
2020-02-20,3061.552001953125,3074.979962836837,3027.982460361551,3034.6964408034073,108000305
2020-02-21,3027.982421875,3061.551963039895,3027.982421875,3061.551963039895,117658802
2020-02-24,3014.554443359375,3048.1243449437225,3001.1266630344853,3048.1243449437225,113200755
2020-02-25,3021.2685546875,3054.8380971098245,2994.412812564326,2994.412812564326,125324724
2020-02-26,3007.8408203125,3027.982582139265,3001.1268396006253,3021.26860142739,164120194
2020-02-27,2881.02197265625,3055.417968585846,2874.046080363114,3055.417968585846,227877075
2020-02-28,2922.876708984375,2922.876708984375,2727.5532397396987,2783.3598114219835,211162617
2020-03-02,2776.3837890625,2929.852265132545,2776.3837890625,2922.87637421773,206428685
2020-03-03,2860.094482421875,2915.901249723448,2790.3361169662585,2825.2153933654163,218258509
2020-03-04,2943.80419921875,2957.755795315197,2881.0217357707315,2887.9974401476193,127937929
2020-03-05,2894.973388671875,2999.61101714776,2881.021792301672,2992.6351252913205,146949558
2020-03-06,2797.3115234375,2825.214902237638,2790.335631901799,2818.239010701937,175334118
2020-03-09,2615.939697265625,2755.456593525393,2615.939697265625,2720.577322624784,163934401
2020-03-10,2727.55322265625,2811.263173326714,2636.8671929730203,2636.8671929730203,182576203
2020-03-11,2727.55322265625,2811.263173326714,2706.6257349886337,2755.456601993961,195275262
2020-03-12,2518.278076171875,2678.7224672099733,2511.302184211259,2664.7706832887416,167137546
2020-03-13,2595.01220703125,2629.8914778964954,2343.8819813609566,2518.2779610018456,295725807
2020-03-16,2441.543701171875,2615.939679827009,2413.640322105933,2615.939679827009,196265939
2020-03-17,2274.123779296875,2490.374748586691,2274.123779296875,2441.5438785101946,229429422
2020-03-18,2190.413818359375,2399.689100304109,2155.534729597051,2281.0998612953517,272919333
2020-03-19,2043.920654296875,2190.413237900626,2043.920654296875,2183.4375344023388,151744210
2020-03-20,1960.2105712890625,2071.8240779388716,1904.4040053068104,2043.9207012764193,658210668
2020-03-23,1827.6700439453125,1883.47680574731,1827.6700439453125,1848.5975327853914,180848183
2020-03-24,1702.1048583984375,1918.3558179238323,1702.1048583984377,1799.7665941416915,544651637
